Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,SalePrice
368,80,RL,101.0,9150,Pave,,IR1,Lvl,AllPub,165000
369,20,RL,78.0,7800,Pave,,Reg,Lvl,AllPub,132000
370,20,RL,,9830,Pave,,IR1,Lvl,AllPub,162000
371,60,RL,,8121,Pave,,IR1,Lvl,AllPub,172400
372,50,RL,80.0,17120,Pave,,Reg,Lvl,AllPub,134432
373,120,RL,50.0,7175,Pave,,Reg,Lvl,AllPub,125000
374,20,RL,79.0,10634,Pave,,Reg,Lvl,AllPub,123000
375,60,RL,65.0,8200,Pave,,Reg,Lvl,AllPub,219500
376,30,RL,,10020,Pave,,IR1,Low,AllPub,61000
377,85,RL,57.0,8846,Pave,,IR1,Lvl,AllPub,148000
378,60,FV,102.0,11143,Pave,,IR1,Lvl,AllPub,340000
379,20,RL,88.0,11394,Pave,,Reg,Lvl,AllPub,394432
380,60,RL,60.0,8123,Pave,,IR1,Lvl,AllPub,179000
381,50,RL,50.0,5000,Pave,Pave,Reg,Lvl,AllPub,127000
382,20,FV,60.0,7200,Pave,Pave,Reg,Lvl,AllPub,187750
383,60,RL,79.0,9245,Pave,,IR1,Lvl,AllPub,213500
384,45,RH,60.0,9000,Pave,,Reg,Lvl,AllPub,76000
385,60,RL,,53107,Pave,,IR2,Low,AllPub,240000
386,120,RL,43.0,3182,Pave,,Reg,Lvl,AllPub,192000
387,50,RL,58.0,8410,Pave,,Reg,Lvl,AllPub,81000
388,80,RL,72.0,7200,Pave,,Reg,Lvl,AllPub,125000
389,20,RL,93.0,9382,Pave,,IR1,Lvl,AllPub,191000
390,60,RL,96.0,12474,Pave,,Reg,Lvl,AllPub,426000
391,50,RL,50.0,8405,Pave,Grvl,Reg,Lvl,AllPub,119000
392,60,RL,71.0,12209,Pave,,IR1,Lvl,AllPub,215000
393,20,RL,,8339,Pave,,IR1,Lvl,AllPub,106500
394,30,RL,,7446,Pave,,Reg,Lvl,AllPub,100000
395,50,RL,60.0,10134,Pave,,Reg,Lvl,AllPub,109000
396,20,RL,68.0,9571,Pave,,Reg,Lvl,AllPub,129000
397,20,RL,60.0,7200,Pave,,Reg,Low,AllPub,123000
398,60,RL,69.0,7590,Pave,,Reg,Lvl,AllPub,169500
399,30,RM,60.0,8967,Pave,,Reg,Lvl,AllPub,67000
400,60,FV,65.0,8125,Pave,,Reg,Lvl,AllPub,241000
401,120,RL,38.0,14963,Pave,,IR2,Lvl,AllPub,245500
402,20,RL,65.0,8767,Pave,,IR1,Lvl,AllPub,164990
403,30,RL,60.0,10200,Pave,,Reg,Lvl,AllPub,108000
404,60,RL,93.0,12090,Pave,,Reg,Lvl,AllPub,258000
405,60,RL,,10364,Pave,,IR1,Lvl,AllPub,168000
406,20,RL,,9991,Pave,,IR1,Lvl,AllPub,150000
407,50,RL,51.0,10480,Pave,,Reg,Lvl,AllPub,115000
408,70,RL,63.0,15576,Pave,,Reg,Lvl,AllPub,177000
409,60,RL,109.0,14154,Pave,,Reg,Lvl,AllPub,280000
410,60,FV,85.0,10800,Pave,,Reg,Lvl,AllPub,339750
411,20,RL,68.0,9571,Pave,,Reg,Lvl,AllPub,60000
412,190,RL,100.0,34650,Pave,,Reg,Bnk,AllPub,145000
413,20,FV,,4403,Pave,,IR2,Lvl,AllPub,222000
414,30,RM,56.0,8960,Pave,Grvl,Reg,Lvl,AllPub,115000
415,60,RL,59.0,11228,Pave,,IR2,Lvl,AllPub,228000
416,20,RL,73.0,8899,Pave,,IR1,Lvl,AllPub,181134
417,60,RL,74.0,7844,Pave,,Reg,Lvl,AllPub,149500
418,70,RL,86.0,22420,Pave,,IR1,Lvl,AllPub,239000
419,50,RL,60.0,8160,Pave,,Reg,Lvl,AllPub,126000
420,20,RL,65.0,8450,Pave,,Reg,Lvl,AllPub,142000
421,90,RM,78.0,7060,Pave,,Reg,Lvl,AllPub,206300
422,20,RL,,16635,Pave,,IR1,Lvl,AllPub,215000
423,20,RL,100.0,21750,Pave,,Reg,HLS,AllPub,113000
424,60,RL,80.0,9200,Pave,,Reg,Lvl,AllPub,315000
425,20,RL,72.0,9000,Pave,,Reg,Lvl,AllPub,139000
426,60,RM,60.0,3378,Pave,Grvl,Reg,HLS,AllPub,135000
427,80,RL,,12800,Pave,,Reg,Low,AllPub,275000
428,20,RL,77.0,8593,Pave,,IR1,Lvl,AllPub,109008
429,20,RL,64.0,6762,Pave,,Reg,Lvl,AllPub,195400
430,20,RL,130.0,11457,Pave,,IR1,Lvl,AllPub,175000
431,160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,85400
432,50,RM,60.0,5586,Pave,,IR1,Bnk,AllPub,79900
433,160,RM,24.0,1920,Pave,,Reg,Lvl,AllPub,122500
434,60,RL,100.0,10839,Pave,,IR1,Lvl,AllPub,181000
435,180,RM,21.0,1890,Pave,,Reg,Lvl,AllPub,81000
436,60,RL,43.0,10667,Pave,,IR2,Lvl,AllPub,212000
437,50,RM,40.0,4400,Pave,,Reg,Lvl,AllPub,116000
438,45,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,119000
439,30,RL,40.0,4280,Pave,,Reg,Lvl,AllPub,90350
440,50,RL,67.0,12354,Pave,Grvl,Reg,Lvl,AllPub,110000
441,20,RL,105.0,15431,Pave,,Reg,Lvl,AllPub,555000
442,90,RL,92.0,12108,Pave,,Reg,Lvl,AllPub,118000
443,50,RM,52.0,6240,Pave,,Reg,Lvl,AllPub,162900
444,120,RL,53.0,3922,Pave,,Reg,Lvl,AllPub,172500
445,60,RL,70.0,8750,Pave,,Reg,Lvl,AllPub,210000
446,20,RL,73.0,9855,Pave,,Reg,Lvl,AllPub,127500
447,20,RL,137.0,16492,Pave,,IR1,Lvl,AllPub,190000
448,60,RL,,11214,Pave,,IR1,Lvl,AllPub,199900
449,50,RM,50.0,8600,Pave,,Reg,Bnk,AllPub,119500
450,50,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,120000
451,30,RM,70.0,5684,Pave,,Reg,Lvl,AllPub,110000
452,20,RL,62.0,70761,Pave,,IR1,Low,AllPub,280000
453,60,RL,,9303,Pave,,IR1,Lvl,AllPub,204000
454,60,FV,75.0,9000,Pave,,Reg,Lvl,AllPub,210000
455,90,RL,63.0,9297,Pave,,Reg,Lvl,AllPub,188000
456,20,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,175500
457,70,RM,34.0,4571,Pave,Grvl,Reg,Lvl,AllPub,98000
458,20,RL,,53227,Pave,,IR1,Low,AllPub,256000
459,70,RM,,5100,Pave,Grvl,Reg,Lvl,AllPub,161000
460,50,RL,,7015,Pave,,IR1,Bnk,AllPub,110000
461,60,FV,75.0,8004,Pave,,IR1,Lvl,AllPub,263435
462,70,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,155000
463,20,RL,60.0,8281,Pave,,IR1,Lvl,AllPub,62383
464,70,RL,74.0,11988,Pave,,IR1,HLS,AllPub,188700
465,20,RL,60.0,8430,Pave,,Reg,HLS,AllPub,124000
466,120,RM,,3072,Pave,,Reg,Lvl,AllPub,178740
467,20,RL,85.0,10628,Pave,,Reg,Lvl,AllPub,167000
468,70,RL,79.0,9480,Pave,,Reg,Lvl,AllPub,146500
469,20,RL,98.0,11428,Pave,,IR1,Lvl,AllPub,250000
470,60,RL,76.0,9291,Pave,,IR1,Lvl,AllPub,187000
471,120,RL,,6820,Pave,,IR1,Lvl,AllPub,212000
472,60,RL,92.0,11952,Pave,,Reg,Lvl,AllPub,190000
473,180,RM,35.0,3675,Pave,,Reg,Lvl,AllPub,148000
474,20,RL,110.0,14977,Pave,,IR1,Lvl,AllPub,440000
475,120,RL,41.0,5330,Pave,,Reg,Lvl,AllPub,251000
476,20,RL,80.0,8480,Pave,,Reg,Lvl,AllPub,132500
477,20,RL,75.0,13125,Pave,,Reg,Lvl,AllPub,208900
478,60,RL,105.0,13693,Pave,,Reg,Lvl,AllPub,380000
479,20,RL,79.0,10637,Pave,,Reg,Lvl,AllPub,297000
480,30,RM,50.0,5925,Pave,,Reg,Bnk,AllPub,89471
481,20,RL,98.0,16033,Pave,,IR1,Lvl,AllPub,326000
482,20,RL,72.0,11846,Pave,,IR1,HLS,AllPub,374000
483,70,RM,50.0,2500,Pave,Pave,Reg,Lvl,AllPub,155000
484,120,RM,32.0,4500,Pave,,Reg,Lvl,AllPub,164000
485,20,RL,,7758,Pave,,IR1,Lvl,AllPub,132500
486,20,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,147000
487,20,RL,79.0,10289,Pave,,Reg,Lvl,AllPub,156000
488,20,RL,70.0,12243,Pave,,IR1,Lvl,AllPub,175000
489,190,RL,60.0,10800,Pave,,Reg,Lvl,AllPub,160000
490,180,RM,21.0,1526,Pave,,Reg,Lvl,AllPub,86000
491,160,RM,,2665,Pave,,Reg,Lvl,AllPub,115000
492,50,RL,79.0,9490,Pave,,Reg,Lvl,AllPub,133000
493,60,RL,105.0,15578,Pave,,IR1,Lvl,AllPub,172785
494,20,RL,70.0,7931,Pave,,Reg,Lvl,AllPub,155000
495,30,RM,50.0,5784,Pave,,Reg,Lvl,AllPub,91300
496,30,C (all),60.0,7879,Pave,,Reg,Lvl,AllPub,34900
497,20,RL,,12692,Pave,,IR1,Lvl,AllPub,430000
498,50,RL,60.0,9120,Pave,Pave,Reg,Lvl,AllPub,184000
499,20,RL,65.0,7800,Pave,,Reg,Lvl,AllPub,130000
500,20,RL,70.0,7535,Pave,,IR1,Lvl,AllPub,120000
501,160,RM,21.0,1890,Pave,,Reg,Lvl,AllPub,113000
502,60,FV,75.0,9803,Pave,,Reg,Lvl,AllPub,226700
503,20,RL,70.0,9170,Pave,,Reg,Lvl,AllPub,140000
504,20,RL,100.0,15602,Pave,,IR1,Lvl,AllPub,289000
505,160,RL,24.0,2308,Pave,,Reg,Lvl,AllPub,147000
506,90,RM,60.0,7596,Pave,Grvl,Reg,Lvl,AllPub,124500
507,60,RL,80.0,9554,Pave,,IR1,Lvl,AllPub,215000
508,20,FV,75.0,7862,Pave,,IR1,Lvl,AllPub,208300
509,70,RM,60.0,9600,Pave,,Reg,Lvl,AllPub,161000
510,20,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,124500
511,20,RL,75.0,14559,Pave,,Reg,Lvl,AllPub,164900
512,120,RL,40.0,6792,Pave,,IR1,Lvl,AllPub,202665
513,20,RL,70.0,9100,Pave,,Reg,Lvl,AllPub,129900
514,20,RL,71.0,9187,Pave,,Reg,Bnk,AllPub,134000
515,45,RL,55.0,10594,Pave,,Reg,Lvl,AllPub,96500
516,20,RL,94.0,12220,Pave,,Reg,Lvl,AllPub,402861
517,80,RL,,10448,Pave,,IR1,Lvl,AllPub,158000
518,60,RL,79.0,10208,Pave,,IR1,Lvl,AllPub,265000
519,60,RL,,9531,Pave,,IR1,Lvl,AllPub,211000
520,70,RL,53.0,10918,Pave,,Reg,Lvl,AllPub,234000
521,190,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,106250
522,20,RL,90.0,11988,Pave,,IR1,Lvl,AllPub,150000
523,50,RM,50.0,5000,Pave,,Reg,Lvl,AllPub,159000
524,60,RL,130.0,40094,Pave,,IR1,Bnk,AllPub,184750
525,60,RL,95.0,11787,Pave,,IR1,Lvl,AllPub,315750
526,20,FV,62.0,7500,Pave,Pave,Reg,Lvl,AllPub,176000
527,20,RL,70.0,13300,Pave,,Reg,Lvl,AllPub,132000
528,60,RL,67.0,14948,Pave,,IR1,Lvl,AllPub,446261
529,30,RL,58.0,9098,Pave,,IR1,Lvl,AllPub,86000
530,20,RL,,32668,Pave,,IR1,Lvl,AllPub,200624
531,80,RL,85.0,10200,Pave,,Reg,Lvl,AllPub,175000
532,70,RM,60.0,6155,Pave,,IR1,Lvl,AllPub,128000
533,20,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,107500
534,20,RL,50.0,5000,Pave,,Reg,Low,AllPub,39300
535,60,RL,74.0,9056,Pave,,IR1,Lvl,AllPub,178000
536,190,RL,70.0,7000,Pave,,Reg,Lvl,AllPub,107500
537,60,RL,57.0,8924,Pave,,IR1,Lvl,AllPub,188000
538,20,RL,,12735,Pave,,IR1,Lvl,AllPub,111250
539,20,RL,,11553,Pave,,IR1,Lvl,AllPub,158000
540,20,RL,,11423,Pave,,Reg,Lvl,AllPub,272000
541,20,RL,85.0,14601,Pave,,Reg,Lvl,AllPub,315000
542,60,RL,,11000,Pave,,Reg,Lvl,AllPub,248000
543,20,RL,78.0,10140,Pave,,Reg,Lvl,AllPub,213250
544,120,RH,34.0,4058,Pave,,Reg,Lvl,AllPub,133000
545,60,RL,58.0,17104,Pave,,IR1,Lvl,AllPub,179665
546,50,RL,,13837,Pave,,IR1,Lvl,AllPub,229000
547,50,RL,70.0,8737,Pave,,IR1,Bnk,AllPub,210000
548,85,RL,54.0,7244,Pave,,Reg,Lvl,AllPub,129500
549,20,RM,49.0,8235,Pave,,IR1,HLS,AllPub,125000
550,60,FV,75.0,9375,Pave,,Reg,Lvl,AllPub,263000
551,120,RL,53.0,4043,Pave,,Reg,Lvl,AllPub,140000
552,20,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,112500
553,20,RL,87.0,11146,Pave,,IR1,Lvl,AllPub,255500
554,20,RL,67.0,8777,Pave,,Reg,Lvl,AllPub,108000
555,60,RL,85.0,10625,Pave,,Reg,Lvl,AllPub,284000
556,45,RM,58.0,6380,Pave,,Reg,Lvl,AllPub,113000
557,20,RL,69.0,14850,Pave,,IR1,Lvl,AllPub,141000
558,50,C (all),60.0,11040,Pave,,Reg,Low,AllPub,108000
559,60,RL,57.0,21872,Pave,,IR2,HLS,AllPub,175000
560,120,RL,,3196,Pave,,Reg,Lvl,AllPub,234000
561,20,RL,,11341,Pave,,IR1,Lvl,AllPub,121500
562,20,RL,77.0,10010,Pave,,Reg,Lvl,AllPub,170000
563,30,RL,63.0,13907,Pave,,Reg,Lvl,AllPub,108000
564,50,RL,66.0,21780,Pave,,Reg,Lvl,AllPub,185000
565,60,RL,,13346,Pave,,IR1,Lvl,AllPub,268000
566,70,RL,66.0,6858,Pave,,Reg,Bnk,AllPub,128000
567,60,RL,77.0,11198,Pave,,IR1,Lvl,AllPub,325000
568,20,RL,70.0,10171,Pave,,IR1,Lvl,AllPub,214000
569,50,RL,79.0,12327,Pave,,IR1,Low,AllPub,316600
570,90,RL,,7032,Pave,,IR1,Lvl,AllPub,135960
571,90,RL,74.0,13101,Pave,,IR1,Lvl,AllPub,142600
572,20,RL,60.0,7332,Pave,,Reg,Lvl,AllPub,120000
573,60,RL,83.0,13159,Pave,,IR1,HLS,AllPub,224500
574,80,RL,76.0,9967,Pave,,IR1,Lvl,AllPub,170000
575,80,RL,70.0,10500,Pave,,Reg,Lvl,AllPub,139000
576,50,RL,80.0,8480,Pave,,Reg,Lvl,AllPub,118500
577,50,RL,52.0,6292,Pave,,Reg,Lvl,AllPub,145000
578,80,RL,96.0,11777,Pave,,IR1,Lvl,AllPub,164500
579,160,FV,34.0,3604,Pave,Pave,Reg,Lvl,AllPub,146000
580,50,RM,81.0,12150,Pave,Grvl,Reg,Lvl,AllPub,131500
581,20,RL,,14585,Pave,,IR1,Lvl,AllPub,181900
582,20,RL,98.0,12704,Pave,,Reg,Lvl,AllPub,253293
583,90,RL,81.0,11841,Grvl,,Reg,Lvl,AllPub,118500
584,75,RM,75.0,13500,Pave,,Reg,Lvl,AllPub,325000
585,50,RM,51.0,6120,Pave,,Reg,Lvl,AllPub,133000
586,20,RL,88.0,11443,Pave,,Reg,Lvl,AllPub,369900
587,30,RL,55.0,10267,Pave,,Reg,Lvl,AllPub,130000
588,85,RL,74.0,8740,Pave,,IR1,Lvl,AllPub,137000
589,20,RL,65.0,25095,Pave,,IR1,Low,AllPub,143000
590,40,RM,50.0,9100,Pave,,Reg,Lvl,AllPub,79500
591,60,RL,64.0,8320,Pave,,Reg,Lvl,AllPub,185900
592,60,RL,97.0,13478,Pave,,IR1,Lvl,AllPub,451950
593,20,RL,60.0,6600,Pave,,Reg,Lvl,AllPub,138000
594,120,RM,,4435,Pave,,Reg,Lvl,AllPub,140000
595,20,RL,88.0,7990,Pave,,IR1,Lvl,AllPub,110000
596,20,RL,69.0,11302,Pave,,IR1,Lvl,AllPub,319000
597,70,RM,60.0,3600,Pave,Grvl,Reg,Lvl,AllPub,114504
598,120,RL,53.0,3922,Pave,,Reg,Lvl,AllPub,194201
599,20,RL,80.0,12984,Pave,,Reg,Bnk,AllPub,217500
600,160,RM,24.0,1950,Pave,,Reg,Lvl,AllPub,151000
601,60,RL,74.0,10927,Pave,,Reg,Lvl,AllPub,275000
602,50,RM,50.0,9000,Pave,,Reg,Bnk,AllPub,141000
603,60,RL,80.0,10041,Pave,,IR1,Lvl,AllPub,220000
604,160,FV,30.0,3182,Pave,Pave,Reg,Lvl,AllPub,151000
605,20,RL,88.0,12803,Pave,,IR1,Lvl,AllPub,221000
606,60,RL,85.0,13600,Pave,,Reg,Lvl,AllPub,205000
607,20,RL,82.0,12464,Pave,,IR2,Low,AllPub,152000
608,20,RL,78.0,7800,Pave,,Reg,Bnk,AllPub,225000
609,70,RL,78.0,12168,Pave,,Reg,HLS,AllPub,359100
610,20,RL,61.0,7943,Pave,,Reg,Lvl,AllPub,118500
611,60,RL,,11050,Pave,,Reg,Lvl,AllPub,313000
612,80,RL,,10395,Pave,,IR1,Lvl,AllPub,148000
613,60,RL,,11885,Pave,,Reg,Lvl,AllPub,261500
614,20,RL,70.0,8402,Pave,,Reg,Lvl,AllPub,147000
615,180,RM,21.0,1491,Pave,,Reg,Lvl,AllPub,75500
616,85,RL,80.0,8800,Pave,,Reg,Lvl,AllPub,137500
617,60,RL,,7861,Pave,,IR1,Lvl,AllPub,183200
618,45,RL,59.0,7227,Pave,,Reg,HLS,AllPub,105500
619,20,RL,90.0,11694,Pave,,Reg,Lvl,AllPub,314813
620,60,RL,85.0,12244,Pave,,Reg,Lvl,AllPub,305000
621,30,RL,45.0,8248,Pave,Grvl,Reg,Lvl,AllPub,67000
622,60,RL,90.0,10800,Pave,,Reg,Lvl,AllPub,240000
623,20,RL,71.0,7064,Pave,,Reg,Lvl,AllPub,135000
624,160,FV,,2117,Pave,,Reg,Lvl,AllPub,168500
625,60,RL,80.0,10400,Pave,,Reg,Lvl,AllPub,165150
626,20,RL,87.0,10000,Pave,,IR1,Lvl,AllPub,160000
627,20,RL,,12342,Pave,,IR1,Lvl,AllPub,139900
628,80,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,153000
629,60,RL,70.0,11606,Pave,,IR1,HLS,AllPub,135000
630,80,RL,82.0,9020,Pave,,Reg,Lvl,AllPub,168500
631,70,RM,50.0,9000,Pave,Grvl,Reg,Lvl,AllPub,124000
632,120,RL,34.0,4590,Pave,,Reg,Lvl,AllPub,209500
633,20,RL,85.0,11900,Pave,,Reg,Lvl,AllPub,82500
634,20,RL,80.0,9250,Pave,,Reg,Lvl,AllPub,139400
635,90,RL,64.0,6979,Pave,,Reg,Lvl,AllPub,144000
636,190,RH,60.0,10896,Pave,Pave,Reg,Bnk,AllPub,200000
637,30,RM,51.0,6120,Pave,,Reg,Lvl,AllPub,60000
638,190,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,93000
639,30,RL,67.0,8777,Pave,,Reg,Lvl,AllPub,85000
640,120,RL,53.0,3982,Pave,,Reg,Lvl,AllPub,264561
641,120,RL,62.0,12677,Pave,,IR1,Lvl,AllPub,274000
642,60,FV,,7050,Pave,,Reg,Lvl,AllPub,226000
643,80,RL,75.0,13860,Pave,,Reg,Lvl,AllPub,345000
644,60,RL,80.0,10793,Pave,,Reg,Lvl,AllPub,152000
645,20,FV,85.0,9187,Pave,,Reg,Lvl,AllPub,370878
646,20,RL,,10530,Pave,,IR1,Lvl,AllPub,143250
647,20,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,98300
648,20,RL,85.0,10452,Pave,,IR1,Lvl,AllPub,155000
649,60,RL,70.0,7700,Pave,,Reg,Lvl,AllPub,155000
650,180,RM,21.0,1936,Pave,,Reg,Lvl,AllPub,84500
651,60,FV,65.0,8125,Pave,,Reg,Lvl,AllPub,205950
652,70,RL,60.0,9084,Pave,,Reg,Lvl,AllPub,108000
653,60,RL,70.0,8750,Pave,,Reg,Lvl,AllPub,191000
654,50,RM,60.0,10320,Pave,Grvl,Reg,Lvl,AllPub,135000
655,20,RL,91.0,10437,Pave,,IR1,Lvl,AllPub,350000
656,160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,88000
657,20,RL,72.0,10007,Pave,,IR1,Lvl,AllPub,145500
658,70,RL,60.0,7200,Pave,,Reg,HLS,AllPub,149000
659,50,RL,78.0,17503,Pave,,Reg,Lvl,AllPub,97500
660,20,RL,75.0,9937,Pave,,Reg,Lvl,AllPub,167000
661,60,RL,,12384,Pave,,Reg,Lvl,AllPub,197900
662,60,RL,52.0,46589,Pave,,IR2,Lvl,AllPub,402000
663,20,RL,120.0,13560,Pave,,Reg,Lvl,AllPub,110000
664,85,RL,90.0,10012,Pave,,Reg,Lvl,AllPub,137500
665,20,RL,49.0,20896,Pave,,IR2,Lvl,AllPub,423000
666,60,RL,106.0,11194,Pave,,IR1,Lvl,AllPub,230500
667,60,RL,,18450,Pave,,IR1,Lvl,AllPub,129000
668,20,RL,65.0,8125,Pave,,Reg,Lvl,AllPub,193500
669,20,RL,,14175,Pave,,Reg,Bnk,AllPub,168000
670,30,RL,80.0,11600,Pave,,Reg,Lvl,AllPub,137500
671,60,RL,64.0,8633,Pave,,Reg,Lvl,AllPub,173500
672,70,RH,54.0,6629,Pave,,Reg,Lvl,AllPub,103600
673,20,RL,,11250,Pave,,IR1,Lvl,AllPub,165000
674,20,RL,110.0,14442,Pave,,Reg,Lvl,AllPub,257500
675,20,RL,80.0,9200,Pave,,Reg,Lvl,AllPub,140000
676,160,RL,24.0,2289,Pave,,Reg,Lvl,AllPub,148500
677,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,87000
678,30,RL,52.0,9022,Pave,,Reg,Lvl,AllPub,109500
679,20,RL,80.0,11844,Pave,,IR1,Lvl,AllPub,372500
680,20,RL,,9945,Pave,,IR1,Lvl,AllPub,128500
681,120,RL,50.0,8012,Pave,,Reg,Lvl,AllPub,143000
682,50,RH,55.0,4500,Pave,Pave,IR2,Bnk,AllPub,159434
683,120,RL,,2887,Pave,,Reg,HLS,AllPub,173000
684,20,RL,90.0,11248,Pave,,IR1,Lvl,AllPub,285000
685,60,RL,58.0,16770,Pave,,IR2,Lvl,AllPub,221000
686,160,RL,,5062,Pave,,IR1,Lvl,AllPub,207500
687,60,FV,84.0,10207,Pave,,Reg,Lvl,AllPub,227875
688,160,FV,,5105,Pave,,IR2,Lvl,AllPub,148800
689,20,RL,60.0,8089,Pave,,Reg,HLS,AllPub,392000
690,120,RL,61.0,7577,Pave,,IR1,Lvl,AllPub,194700
691,120,RM,,4426,Pave,,Reg,Lvl,AllPub,141000
692,60,RL,104.0,21535,Pave,,IR1,Lvl,AllPub,755000
693,60,RL,42.0,26178,Pave,,IR1,Lvl,AllPub,335000
694,30,RL,60.0,5400,Pave,,Reg,Lvl,AllPub,108480
695,50,RM,51.0,6120,Pave,,Reg,Lvl,AllPub,141500
696,20,RL,54.0,13811,Pave,,IR1,Lvl,AllPub,176000
697,30,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,89000
698,20,RL,57.0,6420,Pave,,IR1,Lvl,AllPub,123500
699,20,RL,65.0,8450,Pave,,Reg,Lvl,AllPub,138500
700,120,FV,59.0,4282,Pave,Pave,IR2,Lvl,AllPub,196000
701,20,RL,85.0,14331,Pave,,Reg,Lvl,AllPub,312500
702,20,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,140000
703,60,RL,82.0,12438,Pave,,IR1,Lvl,AllPub,361919
704,190,RM,76.0,7630,Pave,,Reg,Lvl,AllPub,140000
705,20,RL,70.0,8400,Pave,,Reg,Lvl,AllPub,213000
706,190,RM,70.0,5600,Pave,,Reg,Lvl,AllPub,55000
707,20,RL,,115149,Pave,,IR2,Low,AllPub,302000
708,120,RL,48.0,6240,Pave,,Reg,Lvl,AllPub,254000
709,60,RL,65.0,9018,Pave,,IR1,Lvl,AllPub,179540
710,20,RL,,7162,Pave,,IR1,Lvl,AllPub,109900
711,30,RL,56.0,4130,Pave,,IR1,Lvl,AllPub,52000
712,50,C (all),66.0,8712,Pave,Pave,Reg,HLS,AllPub,102776
713,120,RL,40.0,4671,Pave,,IR1,HLS,AllPub,189000
714,190,RL,60.0,9873,Pave,,Reg,Lvl,AllPub,129000
715,60,RL,,13517,Pave,,IR1,Lvl,AllPub,130500
716,20,RL,78.0,10140,Pave,,Reg,Lvl,AllPub,165000
717,70,RM,60.0,10800,Pave,Grvl,Reg,Bnk,AllPub,159500
718,20,RL,80.0,10000,Pave,,Reg,Lvl,AllPub,157000
719,60,RL,96.0,10542,Pave,,Reg,Lvl,AllPub,341000
720,20,RL,69.0,9920,Pave,,IR1,Lvl,AllPub,128500
721,120,RL,,6563,Pave,,IR1,Low,AllPub,275000
722,120,RM,,4426,Pave,,Reg,Lvl,AllPub,143000
723,20,RL,70.0,8120,Pave,,Reg,Lvl,AllPub,124500
724,50,RL,60.0,8172,Pave,,Reg,Lvl,AllPub,135000
725,20,RL,86.0,13286,Pave,,IR1,Lvl,AllPub,320000
726,20,RL,60.0,6960,Pave,,Reg,Lvl,AllPub,120500
727,20,RL,,21695,Pave,,IR1,Lvl,AllPub,222000
728,20,RL,64.0,7314,Pave,,Reg,Lvl,AllPub,194500
729,90,RL,85.0,11475,Pave,,Reg,Lvl,AllPub,110000
730,30,RM,52.0,6240,Pave,Grvl,Reg,Lvl,AllPub,103000
731,120,RL,39.0,5389,Pave,,IR1,Lvl,AllPub,236500
732,80,RL,73.0,9590,Pave,,IR1,Lvl,AllPub,187500
733,60,RL,75.0,11404,Pave,,IR1,Lvl,AllPub,222500
